provcd_born,cid,countyid,age,urban,gender,qb1,fincome,fage,mage,divorce,han,fbirthy,mbirthy,feduy,meduy,remarriage,younger_brother,confidence,anxiety,desperation,onechild,ifppr,qa1y_best,qa402,qc1,qc8,qe1,qk601,qk7,qk801,qk802,qk803,qk804,qm403,qm503,qm505,qm507,qm509,qm510,qp8,qp801,qq2,qq201,qq3,qq301,qq601,qq602,qq606,eduy,seduy,qz201,qz208,qz211,eduy2010,qa302,urban_3,urban_14,qa5code
36,10530,14,23,1,1,2,27000,50,48,0,1,1960,1962,9,9,0,0,1,4,2,0,19,1987,3,3,4,2,30000,2500,5,5,1,5,2,5,5,2,5,5,0,-8,1,15,0,-8,4,4,5,9,9,6,6,6,9,1,0,1,1
36,10600,15,23,0,0,1,19400,53,50,0,1,1957,1960,0,0,0,0,3,4,5,0,19,1987,1,1,-8,2,0,0,2,3,2,4,3,2,3,5,5,5,0,-8,0,-8,0,-8,5,5,5,0,3,5,6,5,0,1,0,0,1
36,10590,15,30,0,1,2,20000,61,54,0,1,1949,1956,0,0,0,0,3,4,5,0,19,1980,1,3,5,2,12000,0,4,4,3,4,4,4,4,3,4,5,0,-8,1,20,0,-8,4,4,5,9,9,5,6,5,9,1,0,0,1
36,10570,15,32,0,0,3,17000,74,72,0,1,1936,1938,0,0,0,0,3,5,5,0,19,1978,1,2,4,2,9000,850,5,4,4,4,3,5,4,3,5,5,0,-8,0,-8,0,-8,4,5,5,6,6,5,6,5,6,1,0,0,1
36,10520,13,33,0,1,3,29000,67,66,0,1,1943,1944,7.5,3,0,0,3,4,4,0,19,1977,1,3,5,2,10000,1200,3,3,3,4,3,3,3,3,4,4,0,-8,0,-8,0,-8,4,4,5,9,9,3,3,3,9,1,0,0,1
36,10530,14,27,1,0,1,13000,52,48,0,1,1958,1962,0,0,0,0,3,5,5,0,19,1983,1,3,6,2,10,800,3,3,4,4,2,3,5,3,5,5,0,-8,0,-8,0,-8,5,5,5,9,9,6,6,6,9,1,0,0,1
36,10520,13,32,0,1,2,17150,52,51,0,1,1958,1959,15,6,0,0,3,5,4,0,19,1978,1,3,4,2,4000,300,3,4,3,4,3,5,5,5,2,5,0,-8,1,17,1,19,4,4,5,9,6,3,4,4,9,1,0,0,1
36,10590,15,20,0,1,1,45000,42,41,0,1,1968,1969,9,6,0,0,4,5,5,0,19,1990,1,4,5,1,13000,0,5,4,4,4,3,5,4,2,3,4,0,-8,0,-8,0,-8,5,5,5,12,NA,6,6,6,12,1,0,0,1
36,10590,15,26,0,0,2,20000,52,51,0,1,1958,1959,0,0,0,0,3,5,5,0,19,1984,1,2,4,2,10000,0,4,4,4,4,3,4,4,3,4,5,0,-8,0,-8,0,-8,5,5,5,6,6,5,6,5,6,1,0,0,1
36,10520,13,30,0,0,1,29000,58,54,0,1,1952,1956,9,12,0,0,5,1,2,0,19,1980,1,3,4,2,10000,1000,4,5,5,5,2,5,5,5,4,5,0,-8,0,-8,0,-8,4,3,5,9,9,3,5,5,9,1,0,0,1
36,10490,13,28,1,1,1,23030,50,51,0,1,1960,1959,12,3,0,0,5,5,5,0,19,1982,1,3,5,2,10000,800,5,4,5,5,4,5,5,5,5,5,6,30,0,-8,0,-8,5,5,5,9,9,4,2,1,9,1,0,0,1
36,10530,14,23,1,0,1,7000,47,47,0,1,1963,1963,6,6,0,0,3,5,5,0,19,1987,1,2,3,2,3000,0,4,3,3,3,3,3,4,5,5,5,0,-8,0,-8,0,-8,5,5,5,6,6,6,6,6,6,1,0,0,1
36,10510,13,26,0,1,1,44023.65023,48,50,0,1,1962,1960,12,0,0,0,3,4,4,0,19,1984,1,3,4,2,20000,2000,4,4,3,3,3,5,4,3,3,5,7,1,0,-8,1,13,4,5,4,9,7.5,7,7,7,9,1,0,0,1
36,10570,15,27,0,0,1,28000,55,53,0,1,1955,1957,0,0,0,0,3,4,5,0,19,1983,1,3,5,2,10000,1200,4,3,3,4,3,5,4,3,3,5,0,-8,0,-8,0,-8,4,4,5,9,9,5,5,5,9,1,0,0,1
36,10580,15,21,0,0,2,22600,44,44,0,1,1966,1966,0,0,0,0,3,5,5,0,19,1989,1,3,3,2,1200,0,4,4,3,4,3,4,4,3,4,5,0,-8,0,-8,0,-8,4,4,5,7.5,6,6,5,6,9,1,0,0,1
36,10580,15,27,0,0,2,31600,52,53,0,1,1958,1957,6,3,0,0,4,5,5,0,19,1983,1,3,4,3,20000,600,4,5,5,5,3,5,5,4,1,5,0,-8,0,-8,0,-8,5,5,5,9,NA,6,5,5,9,1,0,0,1
36,10580,15,30,0,1,3,44023.65023,58,54,0,1,1952,1956,0,0,0,0,3,5,5,0,19,1980,1,3,5,2,0,0,3,3,3,3,3,4,3,2,5,5,0,-8,0,-8,0,-8,5,5,5,9,9,4,4,4,9,1,0,0,1
36,10510,13,21,0,0,1,28000,44,43,0,1,1966,1967,9,6,0,0,4,5,5,0,19,1989,1,4,4,1,19000,1000,3,3,4,3,3,4,3,2,3,3,7,20,0,-8,0,-8,4,4,4,12,NA,7,7,7,12,1,0,0,1
36,10520,13,32,0,0,1,32600,55,54,0,1,1955,1956,6,0,0,0,5,5,5,0,19,1978,1,3,3,2,5600,500,5,4,5,4,3,5,5,5,5,5,0,-8,0,-8,0,-8,4,4,5,9,7.5,3,5,4,9,1,0,0,1
36,10530,14,27,1,1,2,7000,55,54,0,1,1955,1956,9,0,0,0,3,4,4,0,19,1983,1,2,4,2,0,1500,4,4,4,3,4,4,3,4,5,5,0,-8,1,14,0,-8,4,5,4,6,6,6,6,6,6,1,0,0,1
36,10490,13,21,1,0,1,37000,48,45,0,1,1962,1965,9,9,0,0,5,4,5,0,19,1989,1,4,5,2,0,0,5,5,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,4,4,5,12,9,3,4,5,12,1,0,0,1
36,10580,15,23,0,0,1,31600,43,47,0,1,1967,1963,6,6,0,0,5,5,5,0,19,1987,1,2,8,2,2600,0,1,2,5,3,3,5,5,3,3,5,0,-8,0,-8,0,-8,2,5,5,6,6,5,4,4,6,1,0,0,1
36,10530,14,29,1,1,2,7000,55,54,0,1,1955,1956,9,0,0,0,3,4,5,0,19,1981,1,3,6,2,20000,2300,4,4,4,4,2,3,2,4,3,4,2,30,0,-8,0,-8,4,4,5,9,9,6,6,6,9,1,0,0,1
36,10570,15,28,0,1,2,25000,59,53,0,1,1951,1957,0,0,0,0,3,5,5,0,19,1982,1,1,-8,2,11000,0,4,4,3,4,3,5,4,3,4,5,0,-8,1,21,0,-8,5,4,5,0,0,5,6,4,0,1,0,0,1
37,12740,68,22,0,1,1,36000,46,48,0,1,1964,1962,3,9,0,0,5,5,5,0,87,1988,1,2,4,1,13000,900,5,5,5,5,5,5,5,5,5,5,0,-8,1,20,0,-8,4,5,5,6,NA,5,6,7,6,1,0,0,1
37,12550,63,33,0,0,1,10200,58,55,0,1,1952,1955,0,0,0,0,1,5,5,0,87,1977,1,3,9,2,0,1000,5,4,3,5,4,3,5,3,5,5,0,-8,0,-8,0,-8,5,5,5,7.5,9,6,6,6,6,1,0,0,1
37,12740,68,28,0,0,3,74100,61,55,0,1,1949,1955,6,6,0,0,5,5,5,0,87,1982,1,2,4,2,500,0,5,5,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,3,9,6,5,6,6,1,0,0,1
37,12700,67,31,1,0,1,18000,62,63,0,1,1948,1947,6,0,0,0,5,5,5,0,87,1979,1,2,4,2,0,0,5,5,5,5,5,5,5,5,4,5,0,-8,0,-8,0,-8,5,5,5,6,9,5,7,6,6,1,0,0,1
37,12590,64,21,0,1,0,36600,44,44,0,1,1966,1966,6,0,0,0,5,4,5,1,87,1989,1,4,6,1,-8,-8,-8,-8,-8,-8,4,4,3,3,3,5,0,-8,0,-8,0,-8,3,4,5,13.5,NA,6,7,5,12,1,0,0,1
37,12590,64,31,0,1,1,17100,56,56,0,1,1954,1954,9,6,0,0,5,4,5,0,87,1979,1,3,5,2,10000,1200,5,5,4,5,5,5,5,5,5,5,0,-8,0,-8,1,22,4,4,5,9,6,6,6,6,9,1,0,0,1
37,12740,68,21,0,1,0,20000,44,43,0,1,1966,1967,3,3,0,0,5,5,4,1,87,1989,1,4,4,1,12000,1500,4,5,5,4,2,5,5,2,5,5,7,30,1,19,0,-8,4,5,5,12,NA,5,5,5,9,1,0,0,1
37,12750,68,24,0,1,1,17000,45,45,0,1,1965,1965,6,9,0,0,4,5,4,0,87,1986,1,3,4,2,12000,2100,3,5,4,4,3,4,5,3,4,5,2,30,0,-8,1,16,5,5,4,9,6,5,5,6,9,1,0,0,1
37,12740,68,26,0,1,1,20700,56,52,0,1,1954,1958,0,0,0,0,3,1,5,0,87,1984,1,2,4,2,9300,2400,5,2,4,4,1,3,2,4,5,5,0,-8,1,20,1,24,1,2,4,3,6,5,4,5,6,1,0,0,1
37,12550,63,24,0,1,1,7500,63,58,0,1,1947,1952,3,0,0,0,4,4,5,0,87,1986,1,4,5,1,7500,1500,3,5,2,4,3,4,4,4,3,5,1,60,1,19,0,-8,4,5,5,12,NA,7,7,7,12,1,0,0,1
37,12650,66,33,1,1,0,70000,58,58,0,1,1952,1952,9,9,0,0,5,5,5,1,87,1977,1,4,5,2,24000,2000,5,4,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,12,15,6,6,5,12,1,0,0,1
37,12650,66,32,1,1,1,57000,57,59,0,1,1953,1951,6,0,0,0,3,5,5,0,87,1978,1,4,8,2,48000,0,5,5,5,5,3,3,5,5,3,5,0,-8,1,25,1,25,4,5,5,13.5,9,6,6,6,12,1,0,0,1
37,12761,68,28,0,0,2,18000,55,52,0,1,1955,1958,0,0,0,1,3,5,5,0,87,1982,1,2,2,2,0,0,4,4,4,4,3,4,4,3,3,4,0,-8,0,-8,0,-8,5,5,5,3,9,6,6,6,6,1,0,0,1
37,12700,67,24,1,0,1,14000,53,50,0,1,1957,1960,9,0,0,0,5,5,5,0,87,1986,1,2,3,2,0,0,5,5,4,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,3,3,5,3,9,6,6,6,9,1,0,0,1
37,12590,64,32,0,1,4,24000,76,71,0,1,1934,1939,0,0,0,0,4,5,5,0,87,1978,1,2,8,2,15000,1600,3,5,4,4,4,4,4,4,5,5,5,20,1,16,1,17,4,4,5,6,3,6,6,5,6,1,0,0,1
37,12650,66,21,1,0,1,40000,43,45,0,1,1967,1965,15,9,0,0,5,5,5,0,87,1989,3,5,8,1,0,0,5,5,5,5,5,5,5,5,5,5,7,2,0,-8,0,-8,4,5,5,15,NA,5,6,6,15,3,1,1,1
37,12510,62,28,1,0,1,27400,54,50,0,1,1956,1960,0,0,0,0,5,5,5,0,87,1982,1,3,6,2,1000,0,3,5,5,5,5,4,5,3,4,5,0,-8,0,-8,0,-8,4,5,5,9,9,5,5,6,9,1,0,0,1
37,12550,63,24,0,0,1,30000,53,55,0,1,1957,1955,9,12,0,0,5,5,5,0,87,1986,1,3,6,1,5000,1000,5,4,4,5,4,4,5,3,3,5,0,-8,0,-8,0,-8,5,5,5,9,NA,7,7,6,9,1,0,0,1
37,12710,67,34,0,0,2,14100,60,58,0,1,1950,1952,0,0,0,0,4,5,5,0,87,1976,1,3,3,2,4000,0,4,3,4,5,3,5,4,4,3,5,0,-8,0,-8,0,-8,5,5,5,9,12,6,6,6,9,1,0,0,1
37,12500,62,23,0,0,1,117000,57,57,0,1,1953,1953,9,6,0,0,5,4,4,0,87,1987,1,4,4,2,11400,0,4,5,5,2,3,5,3,4,5,3,0,-8,0,-8,0,-8,4,4,5,12,10.5,6,5,5,12,1,0,0,1
37,22870,154,20,1,1,1,92000,58,54,0,1,1952,1956,15,12,0,0,3,5,5,0,87,1990,3,4,6,1,-8,-8,-8,-8,-8,-8,3,4,4,2,3,3,0,-8,0,-8,0,-8,5,5,5,14,NA,7,7,7,15,3,1,1,1
37,12590,64,32,0,0,1,17100,57,57,0,1,1953,1953,9,6,0,1,4,5,5,0,87,1978,1,2,5,2,2500,1000,5,5,4,4,5,5,5,5,4,5,0,-8,0,-8,0,-8,5,5,5,6,9,7,6,6,6,1,0,0,1
37,12500,62,28,0,0,3,133000,53,54,0,1,1957,1956,12,6,0,0,4,4,5,0,87,1982,1,4,3,2,8000,0,4,4,4,4,4,4,3,3,5,5,7,5,0,-8,1,24,4,4,5,12,9,5,5,5,9,1,0,0,1
37,12740,68,25,0,0,3,74100,NA,NA,0,1,NA,NA,9,12,0,0,5,5,5,0,87,1985,1,1,-8,2,0,0,5,5,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,0,12,6,5,6,9,1,0,0,1
37,12730,68,27,0,1,2,3000,54,58,0,1,1956,1952,6,0,0,0,5,5,5,0,87,1983,1,3,3,2,40000,3000,5,5,5,5,5,4,5,3,5,5,0,-8,0,-8,0,-8,5,5,5,9,6,6,6,6,9,1,0,0,1
37,12730,68,24,0,0,1,65000,48,48,0,1,1962,1962,9,6,0,1,5,5,5,0,87,1986,1,4,6,2,10000,1000,5,5,5,5,5,5,5,5,5,5,3,30,0,-8,0,-8,5,5,5,12,9,7,7,6,12,1,0,0,1
37,12650,66,32,1,0,2,57000,70,58,0,1,1940,1952,0,0,0,0,5,5,5,0,87,1978,1,3,8,2,40000,5000,5,5,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,9,13.5,5,5,5,9,1,0,0,1
37,12510,62,22,1,0,1,44023.65023,57,54,0,1,1953,1956,0,0,0,0,3,3,5,0,87,1988,1,4,4,1,10000,2000,3,4,3,3,3,2,3,3,4,4,0,-8,0,-8,0,-8,4,4,4,12,NA,6,5,6,12,1,0,0,1
37,12750,68,24,0,0,3,17000,53,53,0,1,1957,1957,12,6,0,0,3,5,5,0,87,1986,1,2,4,2,0,0,5,5,3,3,2,5,2,2,5,5,0,-8,0,-8,0,-8,2,4,5,6,9,5,5,5,6,1,0,0,1
37,20080,83,26,1,1,0,44023.65023,48,46,0,1,1962,1964,12,6,0,0,4,5,5,1,87,1984,1,4,6,2,30000,3500,4,3,4,5,3,5,5,5,5,5,3,60,1,20,1,20,4,4,4,12,12,6,5,7,12,1,0,0,1
37,12650,66,32,1,1,1,0,68,58,0,1,1942,1952,0,0,0,0,5,5,5,0,87,1978,1,5,5,2,18000,5000,4,4,5,4,2,5,5,5,5,5,5,1,1,18,1,18,4,5,5,15,9,5,6,5,12,1,0,0,1
37,12500,62,31,0,1,1,133000,59,58,0,1,1951,1952,3,0,0,0,5,5,5,0,87,1979,1,3,4,2,17000,7000,4,5,5,4,5,5,4,4,1,4,0,-8,1,17,1,17,4,5,5,9,12,6,4,6,9,1,0,0,1
37,12510,62,23,1,1,1,16400,52,51,0,1,1958,1959,12,9,0,0,3,5,5,0,87,1987,1,5,6,1,5000,1600,4,3,3,4,3,5,4,4,5,5,7,20,0,-8,1,20,4,5,5,15,NA,6,5,7,15,1,0,0,1
37,12330,58,20,1,0,2,13000,50,48,1,1,1960,1962,12,9,1,0,5,5,5,0,87,1990,1,2,6,1,7500,600,5,2,5,3,2,2,4,5,1,5,3,10,0,-8,0,-8,5,5,5,3,NA,6,5,5,6,1,0,0,1
37,22870,154,24,1,0,1,92000,58,54,0,1,1952,1956,15,12,0,1,5,5,5,0,87,1986,3,6,6,1,16000,3000,4,5,5,4,5,5,4,4,4,4,4,60,0,-8,0,-8,5,5,5,16,NA,7,7,7,16,3,1,1,1
37,12762,68,23,0,0,2,8451,59,59,0,1,1951,1951,0,0,0,0,3,5,5,0,87,1987,1,3,4,1,9600,800,4,4,4,4,3,4,4,3,3,3,0,-8,0,-8,0,-8,5,5,5,9,NA,6,6,6,9,1,0,0,1
37,12740,68,28,0,0,1,20700,57,NA,0,1,1953,NA,9,9,0,1,5,4,4,0,87,1982,1,2,4,2,0,0,4,5,5,5,3,5,5,4,5,5,0,-8,0,-8,0,-8,4,3,5,6,3,5,4,5,6,1,0,0,1
37,12630,65,31,0,0,1,17005,58,57,0,1,1952,1953,9,9,0,0,4,5,5,0,87,1979,1,3,6,2,0,0,4,4,4,4,4,3,3,3,3,4,0,-8,0,-8,0,-8,5,5,5,9,9,6,6,6,9,1,0,0,1
37,12700,67,21,1,1,1,15500,53,56,0,1,1957,1954,9,0,0,0,4,2,4,0,87,1989,1,4,6,1,2000,1200,4,3,4,4,3,3,4,3,4,5,1,30,1,20,0,-8,4,4,5,12,NA,7,6,7,12,1,0,0,1
37,12510,62,30,1,1,1,27400,56,55,0,1,1954,1955,0,0,0,0,5,5,5,0,87,1980,1,3,4,2,20000,2000,5,5,5,5,5,5,5,1,1,5,0,-8,0,-8,0,-8,5,5,5,9,9,5,5,6,9,1,0,0,1
37,12500,62,34,0,1,1,21600,57,58,0,1,1953,1952,9,6,0,0,4,4,5,0,87,1976,1,4,6,2,26000,2100,5,3,4,5,4,5,5,3,3,5,0,-8,1,23,1,20,4,4,5,12,9,7,5,6,12,1,0,0,1
37,12550,63,23,0,0,1,10000,56,55,0,1,1954,1955,0,0,0,0,3,4,4,0,87,1987,1,3,8,2,0,0,5,4,5,4,2,5,5,5,3,5,0,-8,0,-8,0,-8,4,4,4,7.5,9,4,5,7,9,1,0,0,1
37,12650,66,32,1,0,1,7000,58,53,0,1,1952,1957,6,0,0,0,4,5,5,0,87,1978,1,3,4,2,20000,2000,5,5,5,5,4,5,5,5,3,5,2,5,0,-8,0,-8,4,5,5,9,9,6,6,4,9,1,0,0,1
37,12720,67,22,0,1,0,23300,45,44,0,1,1965,1966,7.5,7.5,0,0,4,5,4,1,87,1988,1,3,3,1,5000,1500,5,5,4,5,4,5,4,4,3,4,0,-8,1,22,0,-8,4,5,5,9,NA,6,6,6,9,1,0,0,1
37,12550,63,23,0,1,0,15000,46,48,0,1,1964,1962,7.5,0,0,0,4,4,4,1,87,1987,1,6,7,1,-8,-8,-8,-8,-8,-8,4,5,4,5,5,4,3,120,0,-8,0,-8,4,4,4,17.5,NA,7,7,7,16,1,0,0,1
37,12650,66,32,1,0,1,1000,55,59,0,1,1955,1951,6,0,0,0,5,5,4,0,87,1978,1,5,5,4,0,0,5,3,5,5,2,5,4,3,3,5,0,-8,0,-8,0,-8,5,4,5,15,NA,5,5,5,15,1,0,0,1
37,12762,68,22,0,0,2,19100,55,52,0,1,1955,1958,9,0,0,0,4,5,5,0,87,1988,1,3,5,1,10000,900,4,4,4,4,3,4,3,3,3,4,0,-8,0,-8,0,-8,5,5,5,7.5,NA,5,6,6,9,1,0,0,1
37,12690,67,32,1,1,0,0,69,59,1,1,1941,1951,6,0,0,0,5,5,5,1,87,1978,1,5,6,2,0,1000,4,4,5,3,1,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,15,12,6,6,6,15,1,0,0,1
37,12650,66,33,1,1,2,31000,66,64,0,1,1944,1946,9,6,0,0,5,5,5,0,87,1977,1,5,6,2,12000,1000,5,4,5,5,4,5,5,5,5,5,3,2,0,-8,0,-8,4,4,5,15,12,5,5,5,15,1,0,0,1
37,12761,68,27,0,1,2,18000,59,58,0,1,1951,1952,0,0,0,0,3,5,5,0,87,1983,1,3,3,2,15000,1400,4,4,4,4,3,4,3,3,3,3,0,-8,0,-8,1,20,5,5,5,9,3,6,5,5,9,1,0,0,1
37,20310,90,26,1,1,1,80000,44,45,0,1,1966,1965,9,9,0,0,5,4,5,0,87,1984,1,3,4,2,1.00E+05,10000,4,4,5,5,4,5,5,3,4,4,0,-8,0,-8,0,-8,4,4,5,7.5,7.5,5,5,3,9,1,0,0,1
37,12530,63,33,1,0,1,31800,62,56,0,1,1948,1954,6,6,0,0,5,2,5,0,87,1977,1,2,2,2,0,600,5,4,5,5,5,5,4,5,3,5,0,-8,0,-8,0,-8,1,4,5,6,9,3,5,4,0,1,0,0,1
37,20310,90,23,1,0,2,80000,49,49,0,1,1961,1961,12,6,0,0,4,5,5,0,87,1987,1,3,5,2,0,0,3,5,4,4,5,3,5,5,5,5,7,30,0,-8,0,-8,4,5,5,7.5,7.5,4,4,4,9,1,0,0,1
37,13010,75,21,1,1,0,60500,48,45,0,1,1962,1965,7.5,3,0,0,5,5,5,1,87,1989,1,3,6,1,6000,2000,5,4,5,5,3,5,5,3,3,5,0,-8,1,18,1,18,4,4,5,7.5,NA,5,5,5,9,1,0,0,1
37,12670,66,30,1,1,0,15000,57,56,0,1,1953,1954,3,0,0,0,4,5,5,1,87,1980,1,4,5,2,12000,1800,3,3,4,4,3,4,3,4,4,5,0,-8,0,-8,0,-8,5,5,5,12,7.5,5,4,5,12,1,0,0,1
37,12720,67,32,0,0,1,32000,54,57,0,1,1956,1953,0,0,0,0,5,5,5,0,87,1978,1,3,4,2,8000,3000,4,5,5,5,4,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,9,7.5,7,6,6,9,1,0,0,1
37,12500,62,23,0,1,1,117000,51,49,0,1,1959,1961,12,12,0,0,4,5,4,0,87,1987,1,4,4,2,15600,0,3,4,4,3,3,5,2,1,3,2,0,-8,1,18,0,-8,4,5,4,10.5,12,6,6,5,12,1,0,0,1
37,12670,66,22,1,1,1,32000,51,45,0,1,1959,1965,0,3,0,0,4,5,5,0,87,1988,1,3,4,1,20000,2000,4,5,5,5,4,5,4,4,4,4,1,60,1,17,0,-8,5,5,5,9,NA,4,5,4,9,1,0,0,1
37,12690,67,30,1,0,1,43000,64,56,0,1,1946,1954,9,6,0,0,5,5,5,0,87,1980,1,4,4,2,20000,2500,5,5,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,12,15,7,7,7,12,1,0,0,1
37,12750,68,23,0,1,1,36000,49,47,0,1,1961,1963,9,9,0,0,5,5,5,0,87,1987,1,3,4,2,12000,5000,4,5,5,5,5,5,4,3,5,5,0,-8,1,20,1,18,5,5,5,9,12,5,7,6,9,1,0,0,1
37,12750,68,33,0,0,5,17500,55,56,0,1,1955,1954,6,0,0,0,5,5,5,0,87,1977,1,1,-8,2,2000,0,5,5,5,5,5,5,5,3,5,5,0,-8,0,-8,0,-8,5,5,5,0,0,6,6,6,0,1,0,0,1
37,12550,63,21,0,1,1,21200,45,43,0,1,1965,1967,3,0,0,0,4,4,4,0,87,1989,1,4,6,1,-8,-8,-8,-8,-8,-8,4,3,4,4,4,5,0,-8,0,-8,0,-8,4,4,4,14,NA,5,7,6,15,1,0,0,1
37,12690,67,29,1,0,1,0,59,54,0,1,1951,1956,6,0,0,0,5,5,5,0,87,1981,1,4,6,2,0,1200,3,4,5,4,3,5,5,3,3,5,0,-8,0,-8,0,-8,5,5,5,12,15,6,6,6,12,1,0,0,1
37,12730,68,24,0,0,1,18000,47,44,0,1,1963,1966,9,6,0,0,5,5,5,0,87,1986,1,2,2,2,0,1000,4,5,5,5,4,4,5,2,5,5,0,-8,0,-8,0,-8,5,5,5,3,3,6,6,6,6,1,0,0,1
37,12640,65,23,1,1,0,100001,48,46,0,1,1962,1964,9,9,0,0,4,5,5,1,87,1987,1,3,-1,1,0,0,4,4,4,4,4,5,3,3,3,4,0,-8,1,17,0,-8,5,5,5,9,NA,6,6,6,9,1,0,0,1
37,12600,64,25,0,0,3,16000,55,52,0,1,1955,1958,6,0,0,0,5,4,5,0,87,1985,1,2,3,2,0,0,3,5,4,3,5,4,5,4,5,5,0,-8,0,-8,0,-8,3,5,4,6,9,7,6,6,6,1,0,0,1
37,12710,67,20,0,1,0,45300,45,43,0,1,1965,1967,3,0,0,0,4,5,5,1,87,1990,1,2,4,1,14000,0,4,1,5,4,3,4,4,4,4,5,0,-8,1,20,0,-8,5,5,5,3,NA,7,7,7,9,1,0,0,1
37,12730,68,27,0,0,3,3000,47,47,0,1,1963,1963,6,6,0,1,5,5,5,0,87,1983,1,2,4,2,6000,700,5,5,5,5,4,5,5,5,5,3,0,-8,0,-8,0,-8,1,4,5,6,9,6,6,6,6,1,0,0,1
37,12570,64,30,1,1,3,36000,67,61,0,1,1943,1949,12,0,0,0,3,5,4,0,87,1980,1,5,6,2,20000,2000,4,4,4,4,3,4,3,3,3,5,0,-8,0,-8,0,-8,4,4,4,13.5,12,7,6,7,12,1,0,0,1
37,12540,63,29,0,0,1,18000,56,58,0,1,1954,1952,6,0,0,0,5,4,5,0,87,1981,1,2,3,2,7500,1000,4,4,4,4,4,4,4,3,3,5,0,-8,0,-8,0,-8,4,4,5,6,12,5,5,7,6,1,0,0,1
37,12720,67,23,0,0,1,34500,57,57,0,1,1953,1953,6,6,0,0,4,5,4,0,87,1987,1,3,4,2,2000,0,4,4,4,4,3,3,4,4,4,5,0,-8,0,-8,0,-8,5,5,4,9,9,7,7,6,9,1,0,0,1
37,12570,64,21,1,1,1,142000,42,43,0,1,1968,1967,6,6,0,0,5,4,4,0,87,1989,1,4,6,1,12000,3000,4,3,5,4,2,5,5,3,5,5,5,20,0,-8,0,-8,4,3,4,14,NA,7,6,6,12,1,0,0,1
37,12520,62,20,0,0,1,27000,47,46,0,1,1963,1964,12,6,0,0,4,5,5,0,87,1990,1,4,4,1,4000,900,5,5,5,5,4,4,4,4,4,4,2,1,0,-8,0,-8,4,5,5,12,NA,6,5,5,12,1,0,0,1
37,12520,62,31,0,1,3,50000,62,63,0,1,1948,1947,9,6,0,0,5,5,5,0,87,1979,1,3,3,2,20000,2000,2,5,5,5,5,2,5,5,5,5,0,-8,0,-8,1,30,5,5,5,9,7.5,5,5,5,9,1,0,0,1
37,12680,66,26,0,0,1,56000,54,52,0,1,1956,1958,9,0,0,0,4,5,5,0,87,1984,1,2,3,2,0,50,4,5,5,4,4,4,1,3,5,5,0,-8,0,-8,0,-8,5,5,5,6,9,6,5,5,6,1,0,0,1
37,12730,68,27,0,1,1,18000,50,55,0,1,1960,1955,12,0,0,0,5,5,5,0,87,1983,1,2,3,2,7500,1000,5,5,5,5,4,3,5,2,5,5,2,60,0,-8,0,-8,4,5,5,3,3,6,6,6,6,1,0,0,1
37,12761,68,20,0,0,1,15001,51,47,0,1,1959,1963,12,0,0,0,4,5,5,0,87,1990,1,4,6,1,-8,-8,-8,-8,-8,-8,4,4,4,3,3,4,0,-8,0,-8,0,-8,5,5,5,12,NA,6,6,6,9,1,0,0,1
37,12762,68,20,0,0,2,27000,46,44,0,1,1964,1966,9,9,0,0,4,5,5,0,87,1990,1,4,6,1,-8,-8,-8,-8,-8,-8,4,4,4,2,2,4,0,-8,0,-8,0,-8,5,5,5,14,NA,6,6,6,15,1,0,0,1
37,12680,66,30,0,1,1,53000,60,58,0,1,1950,1952,12,0,0,0,5,5,5,0,87,1980,1,3,3,2,27000,1700,4,5,5,4,4,4,5,5,5,5,0,-8,1,20,1,20,5,5,5,9,9,6,5,6,9,1,0,0,1
37,12530,63,20,1,1,1,10600,56,60,0,1,1954,1950,0,0,0,0,5,5,5,0,87,1990,1,3,3,1,12000,0,5,5,5,5,3,5,5,1,5,5,0,-8,1,15,0,-8,5,5,5,9,NA,7,6,5,9,1,0,0,1
37,12620,65,32,0,1,0,50000,67,60,0,1,1943,1950,6,6,0,0,5,5,5,1,87,1978,1,3,4,2,30000,32000,4,5,5,5,5,5,2,3,5,5,0,-8,0,-8,0,-8,4,4,5,9,9,5,5,4,9,1,0,0,1
37,20500,94,32,0,1,2,25000,59,61,0,1,1951,1949,9,6,0,0,4,5,5,0,87,1978,1,4,6,2,24000,2000,5,3,4,5,4,5,4,2,3,5,0,-8,1,19,1,19,5,5,5,12,7.5,6,5,5,12,1,0,0,1
37,12530,63,32,1,1,1,68160,62,58,0,1,1948,1952,6,6,0,0,5,5,5,0,87,1978,3,4,6,2,3.00E+05,0,4,4,5,4,3,5,5,3,3,5,7,4,1,16,1,20,5,5,5,12,12,7,7,7,12,3,1,1,1
