provcd_born,cid,countyid,age,urban,gender,qb1,fincome,fage,mage,divorce,han,fbirthy,mbirthy,feduy,meduy,remarriage,younger_brother,confidence,anxiety,desperation,onechild,ifppr,qa1y_best,qa402,qc1,qc8,qe1,qk601,qk7,qk801,qk802,qk803,qk804,qm403,qm503,qm505,qm507,qm509,qm510,qp8,qp801,qq2,qq201,qq3,qq301,qq601,qq602,qq606,eduy,seduy,qz201,qz208,qz211,eduy2010,qa302,urban_3,urban_14,qa5code
22,12480,61,29,1,0,1,35200,56,54,0,1,1954,1956,6,6,0,0,5,5,5,0,79,1981,1,2,3,2,10000,900,3,3,5,5,3,1,1,1,1,5,0,-8,0,-8,0,-8,5,5,5,6,6,6,5,6,6,1,0,0,1
22,22830,153,28,1,1,1,35000,51,48,0,1,1959,1962,9,0,0,0,5,5,5,0,79,1982,3,3,6,2,35000,2400,5,5,5,5,4,5,5,5,5,5,0,-8,0,-8,0,-8,4,4,5,9,9,7,7,7,9,3,1,1,1
22,12400,59,30,0,0,1,7000,53,53,0,1,1957,1957,0,0,0,1,4,5,5,0,79,1980,3,2,4,2,0,0,4,4,4,4,1,3,4,3,3,5,0,-8,0,-8,0,-8,5,5,5,6,12,5,4,6,6,3,1,1,1
22,12390,59,24,1,1,0,42000,50,48,0,1,1960,1962,12,12,0,0,5,5,5,1,79,1986,3,3,6,1,8500,700,5,5,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,9,NA,7,7,7,9,3,1,1,1
22,12480,61,28,1,1,1,23200,58,52,0,1,1952,1958,0,0,0,0,3,4,5,0,79,1982,1,2,3,2,20000,3500,4,5,4,5,4,3,2,4,3,5,0,-8,1,17,1,23,4,5,5,6,0,6,4,6,6,1,0,0,1
22,12400,59,32,0,0,3,45000,69,66,0,0,1941,1944,6,6,0,0,4,5,5,0,79,1978,3,3,3,2,0,0,3,4,4,3,3,4,4,4,3,5,0,-8,0,-8,0,-8,5,5,5,9,12,5,4,6,9,3,1,1,11
22,12460,61,23,1,0,3,44800,54,55,0,1,1956,1955,0,0,0,0,3,5,4,0,79,1987,1,2,3,2,0,0,4,4,3,5,5,3,3,5,5,5,0,-8,0,-8,0,-8,4,5,4,6,6,6,6,6,6,1,0,0,1
22,20180,87,30,1,1,0,2086000,56,58,0,1,1954,1952,12,12,0,0,5,5,5,1,79,1980,3,5,5,2,40000,-2,4,3,4,4,4,5,3,3,4,5,0,-8,0,-8,0,-8,4,5,5,15,16,6,7,7,15,3,1,1,1
22,12390,59,34,1,0,2,20000,60,56,0,1,1950,1954,9,6,0,0,2,5,5,0,79,1976,3,3,4,2,5000,600,5,5,5,5,2,5,5,5,5,5,0,-8,0,-8,0,-8,4,4,5,9,12,7,7,7,9,1,0,1,1
23,12210,55,34,1,0,2,37002,64,64,0,1,1946,1946,9,9,0,0,5,5,5,0,60,1976,1,5,5,2,22000,1200,5,5,5,4,5,5,4,2,2,4,0,-8,0,-8,0,-8,5,5,5,15,15,6,4,5,15,1,0,0,1
23,12202,54,31,0,1,1,8700,64,64,0,1,1946,1946,0,0,0,0,3,5,5,0,60,1979,1,1,-8,1,4000,0,5,5,5,5,2,5,5,2,5,5,0,-8,1,19,0,-8,5,5,5,0,NA,3,4,3,0,1,0,0,1
23,12300,57,29,1,1,0,19000,53,54,0,1,1957,1956,12,9,0,0,4,4,4,1,60,1981,3,4,4,1,7000,800,3,3,4,3,4,5,4,1,1,1,1,30,1,17,0,-8,4,5,4,12,NA,6,6,5,12,3,1,1,1
23,12201,54,24,0,0,2,12000,48,47,0,1,1962,1963,6,6,0,0,2,5,5,0,60,1986,1,2,3,2,0,0,4,4,2,4,3,5,3,2,4,5,0,-8,0,-8,0,-8,5,5,5,6,6,5,5,4,6,1,0,0,1
23,12210,55,31,1,0,0,60002,53,53,0,1,1957,1957,12,12,0,0,5,5,5,1,60,1979,3,6,7,2,30000,3000,4,5,5,5,5,5,5,5,3,3,4,30,0,-8,0,-8,5,5,5,16,13.5,6,4,6,16,3,1,1,1
23,12210,55,32,1,0,1,45000,57,57,0,1,1953,1953,6,6,0,0,5,5,5,0,60,1978,3,4,5,2,8000,1500,4,4,5,4,4,4,4,5,4,5,7,180,0,-8,0,-8,5,4,5,12,15,6,6,5,12,1,0,1,1
23,12210,55,25,1,1,1,20000,53,50,0,1,1957,1960,3,12,0,0,4,4,5,0,60,1985,1,5,6,1,20000,2700,5,4,5,5,3,5,4,4,5,5,2,60,0,-8,0,-8,4,4,5,15,NA,6,5,6,15,1,0,0,1
23,12340,58,22,1,0,0,25000,47,50,0,1,1963,1960,7.5,9,0,0,4,4,4,1,60,1988,3,4,9,2,0,0,3,4,2,2,3,5,5,5,5,5,0,-8,0,-8,0,-8,4,4,4,12,9,5,5,4,12,3,1,1,1
23,12350,58,24,1,1,0,37000,51,48,0,1,1959,1962,15,12,0,0,4,4,4,1,60,1986,3,6,6,1,50000,4500,3,5,4,4,4,5,5,3,5,2,2,180,0,-8,0,-8,4,4,5,13.5,NA,6,5,5,16,3,1,1,1
23,12202,54,25,0,0,1,6500,54,60,0,1,1956,1950,6,9,0,0,3,5,5,0,60,1985,1,3,4,2,4000,0,5,5,3,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,9,6,6,6,6,9,1,0,0,1
23,12240,55,20,0,1,0,20000,47,40,0,1,1963,1970,9,3,0,0,5,5,5,1,60,1990,1,4,7,1,-8,-8,-8,-8,-8,-8,5,5,5,2,4,5,0,-8,0,-8,0,-8,5,4,5,14,NA,6,4,6,15,1,0,0,1
23,12300,57,20,1,1,0,13600,43,42,0,1,1967,1968,6,9,0,0,4,4,5,1,60,1990,3,4,4,1,4320,0,4,5,4,4,4,5,5,5,5,5,0,-8,1,18,0,-8,4,4,5,12,NA,6,6,7,9,3,1,1,1
23,12210,55,32,1,1,1,37000,58,52,0,0,1952,1958,12,6,0,0,1,5,5,0,60,1978,3,4,5,2,6000,600,4,3,5,4,1,5,5,1,3,5,2,30,0,-8,0,-8,5,5,5,10.5,9,6,4,6,12,1,0,1,11
23,13180,79,31,1,0,0,70000,59,58,0,0,1951,1952,15,6,0,0,4,4,5,1,60,1979,3,4,5,2,15000,1000,4,5,3,4,4,4,4,4,4,5,1,60,0,-8,0,-8,4,3,5,13.5,15,6,7,6,12,3,1,1,11
23,12210,55,32,1,1,1,60002,55,56,0,1,1955,1954,15,12,0,0,5,5,5,0,60,1978,1,6,6,2,30000,3000,5,5,5,5,3,4,4,4,5,5,2,60,1,22,1,25,5,5,5,13.5,16,5,6,5,16,1,0,0,1
23,12310,57,25,1,0,0,42200,50,47,1,1,1960,1963,9,9,0,0,4,5,5,1,60,1985,3,3,6,2,0,0,3,5,4,3,4,4,2,1,3,3,0,-8,0,-8,0,-8,4,5,5,9,9,7,7,7,12,3,1,1,1
23,12250,56,20,1,1,0,16000,44,46,0,1,1966,1964,7.5,6,0,0,3,5,5,1,60,1990,3,4,6,1,0,0,3,3,5,3,3,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,12,NA,6,7,7,12,3,1,1,1
23,12240,55,27,0,1,1,60000,44,44,0,1,1966,1966,9,6,0,0,5,5,5,0,60,1983,1,3,3,2,26000,2000,5,5,5,5,4,5,5,2,5,5,3,20,1,17,0,-8,5,5,5,9,3,6,6,6,9,1,0,0,1
23,12210,55,31,1,0,1,73000,59,57,0,1,1951,1953,9,9,0,0,4,5,5,0,60,1979,3,6,6,2,18000,1600,4,4,5,4,3,5,4,4,2,5,2,60,0,-8,0,-8,4,5,5,14,13.5,6,4,6,16,1,0,1,1
23,12210,55,30,1,0,3,22000,55,55,0,1,1955,1955,6,0,0,0,4,5,5,0,60,1980,1,2,3,2,6000,600,3,4,4,4,3,4,4,1,3,3,0,-8,0,-8,0,-8,4,5,5,3,7.5,5,6,6,6,1,0,0,1
23,12190,54,33,1,0,3,60000,64,60,0,1,1946,1950,15,9,0,1,3,5,5,0,60,1977,3,6,6,2,20000,1800,4,4,4,4,3,3,3,3,3,5,7,1,0,-8,0,-8,5,5,5,14,13.5,6,5,5,16,3,1,1,1
23,12190,54,33,1,1,1,60000,61,59,0,1,1949,1951,12,9,0,0,4,4,5,0,60,1977,3,4,5,2,44000,4100,4,4,4,5,3,4,5,4,4,5,3,60,0,-8,0,-8,3,4,5,13.5,14,5,4,4,12,3,1,1,1
23,12220,55,34,1,0,1,20000,58,58,0,1,1952,1952,12,0,0,0,3,5,5,0,60,1976,1,2,4,2,0,0,4,3,4,4,3,3,4,3,4,5,0,-8,0,-8,0,-8,5,5,5,6,6,6,7,6,6,1,0,0,1
23,12210,55,20,1,1,0,40300,44,42,0,1,1966,1968,12,12,0,0,5,5,5,1,60,1990,3,3,3,1,5600,0,3,5,5,3,5,5,3,3,3,5,0,-8,0,-8,0,-8,5,5,5,9,NA,6,5,5,9,3,1,1,1
23,12350,58,33,1,0,1,65005,60,57,0,1,1950,1953,9,12,0,1,5,5,5,0,60,1977,3,6,6,2,25000,2000,5,5,1,5,5,5,5,1,1,1,0,-8,0,-8,0,-8,4,5,5,13.5,13.5,7,6,6,16,3,1,1,1
23,12360,58,34,1,1,2,0,56,56,0,1,1954,1954,9,0,0,0,3,4,4,0,60,1976,3,3,4,2,0,0,5,4,4,4,1,5,5,5,5,5,0,-8,1,20,1,30,4,4,4,9,6,5,5,5,9,1,0,1,1
23,12250,56,20,1,1,0,8520,44,45,1,1,1966,1965,9,15,1,0,5,5,5,1,60,1990,3,4,7,1,-8,-8,-8,-8,-8,-8,5,4,5,5,5,5,0,-8,0,-8,0,-8,5,4,5,14,NA,7,7,7,12,3,1,1,1
23,12210,55,22,1,1,1,20000,53,50,0,1,1957,1960,3,12,0,0,5,5,5,0,60,1988,1,6,6,1,11000,2800,4,5,5,5,2,4,4,5,2,4,0,-8,1,17,0,-8,4,5,5,13.5,NA,6,6,5,15,1,0,0,1
23,20100,84,25,1,0,0,25000,49,46,0,1,1961,1964,9,9,0,0,4,5,5,1,60,1985,1,3,4,2,0,0,3,5,3,5,4,4,4,3,4,5,0,-8,0,-8,0,-8,5,5,5,9,9,4,5,5,9,1,0,0,1
23,12330,58,28,1,0,1,81000,53,57,0,1,1957,1953,9,12,0,0,5,5,5,0,60,1982,3,6,6,2,15000,1300,4,5,5,4,3,5,5,4,3,5,0,-8,0,-8,0,-8,5,5,5,15,12,5,5,6,16,3,1,1,1
23,12210,55,33,1,1,0,73000,57,55,0,1,1953,1955,15,15,0,0,5,5,5,1,60,1977,3,5,8,2,30000,3200,5,5,5,5,3,3,2,4,2,5,4,30,1,20,0,-8,4,4,5,13.5,14,6,4,6,15,3,1,1,1
23,12350,58,20,1,0,0,19000,45,47,0,1,1965,1963,12,9,0,0,3,4,4,1,60,1990,3,4,6,1,3000,1200,3,4,4,3,4,5,4,3,2,5,0,-8,0,-8,0,-8,4,4,4,10.5,NA,6,5,6,12,3,1,1,1
23,12330,58,22,1,1,0,10500,51,47,0,1,1959,1963,12,12,0,0,5,5,4,1,60,1988,3,5,5,1,0,0,5,5,5,5,5,5,5,5,5,5,7,60,0,-8,1,18,5,4,4,15,NA,4,4,4,15,3,1,1,1
23,12350,58,28,1,0,0,14000,57,56,0,1,1953,1954,15,6,0,0,4,5,5,1,60,1982,3,6,6,2,10000,1000,4,4,3,4,4,4,5,3,4,4,0,-8,0,-8,0,-8,5,5,5,16,16,6,5,5,16,3,1,1,1
23,12170,54,28,1,0,1,15000,54,52,0,1,1956,1958,0,0,0,0,5,2,5,0,60,1982,1,1,-8,4,3000,600,5,1,2,4,1,4,5,4,3,5,3,1,0,-8,0,-8,2,1,1,0,NA,3,5,4,6,1,0,0,1
23,12360,58,33,1,1,0,29000,59,58,0,1,1951,1952,12,9,0,0,3,5,4,1,60,1977,3,5,6,2,18000,1500,3,3,3,4,2,4,4,3,4,4,2,15,0,-8,1,18,4,5,5,15,15,6,6,5,15,3,1,1,1
23,12300,57,33,1,1,1,0,58,53,1,1,1952,1957,12,6,0,0,2,4,4,0,60,1977,3,2,2,2,0,4500,3,3,3,5,2,3,2,1,1,1,0,-8,1,14,0,-8,1,5,3,3,6,7,7,5,6,3,1,1,1
23,12230,55,26,1,0,1,44023.65023,48,43,1,1,1962,1967,9,0,0,0,5,5,5,0,60,1984,1,3,4,2,0,0,5,5,5,4,2,5,5,5,3,5,0,-8,0,-8,0,-8,5,5,5,7.5,9,6,7,6,9,1,0,0,1
23,12230,55,32,1,0,1,29720,54,53,0,1,1956,1957,6,0,0,0,5,5,5,0,60,1978,1,3,4,2,0,0,4,5,5,5,5,4,4,3,4,5,0,-8,0,-8,0,-8,5,5,5,9,0,6,6,7,9,1,0,0,1
23,12310,57,30,1,1,2,18000,57,57,0,1,1953,1953,6,9,0,0,5,5,5,0,60,1980,3,3,5,4,18000,1500,5,5,5,4,3,5,5,5,5,5,0,-8,1,16,0,-8,5,5,5,9,NA,6,6,5,9,3,1,1,1
23,12360,58,34,1,0,1,205000,57,53,0,1,1953,1957,12,9,0,0,5,5,5,0,60,1976,1,3,6,2,0,0,5,5,5,5,5,5,5,5,5,5,7,30,0,-8,0,-8,5,5,5,9,9,6,6,5,9,1,0,0,1
23,12170,54,25,1,0,0,41400,52,57,0,1,1958,1953,0,9,0,0,4,5,5,1,60,1985,3,4,6,2,8000,500,3,4,3,4,4,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,12,7.5,6,7,5,12,3,1,1,1
23,12340,58,32,1,0,2,31000,60,57,0,1,1950,1953,9,12,0,0,5,4,5,0,60,1978,3,4,5,4,30000,3000,5,5,5,5,4,4,4,5,5,5,0,-8,0,-8,0,-8,4,5,4,12,NA,5,3,3,12,3,1,1,1
23,12230,55,32,1,1,0,9000,63,60,0,1,1947,1950,6,9,0,0,5,5,5,1,60,1978,3,3,3,2,4000,0,5,5,5,5,5,5,4,5,1,5,1,10,1,20,0,-8,5,5,5,9,3,6,7,7,9,3,1,1,1
23,12320,57,29,1,1,1,34000,51,51,0,1,1959,1959,0,6,0,0,4,5,5,0,60,1981,1,3,4,2,9000,1000,2,3,4,5,2,5,4,1,3,3,0,-8,1,20,0,-8,5,5,5,9,9,6,4,5,9,1,0,0,1
23,12210,55,21,1,0,1,56000,42,43,0,1,1968,1967,3,3,0,0,4,5,5,0,60,1989,3,5,6,1,10,1000,4,3,4,3,2,3,1,1,2,4,0,-8,0,-8,0,-8,5,4,5,13.5,NA,6,5,6,15,1,0,1,1
23,12210,55,20,1,1,0,4000,36,36,0,1,1974,1974,0,0,0,0,4,5,5,1,60,1990,1,2,4,1,4000,0,4,4,4,2,4,3,3,4,3,4,2,180,1,18,0,-8,5,5,5,6,NA,5,5,6,6,1,0,0,1
23,12250,56,30,1,0,0,11000,55,54,0,1,1955,1956,9,9,0,0,4,5,5,1,60,1980,3,4,6,2,0,0,4,4,2,5,2,5,5,2,5,5,0,-8,0,-8,0,-8,5,5,5,12,9,7,7,7,9,3,1,1,1
23,12210,55,28,1,0,1,50000,55,57,0,1,1955,1953,9,0,0,0,5,5,5,0,60,1982,1,3,3,2,0,0,3,4,5,4,4,3,4,5,4,5,0,-8,0,-8,0,-8,4,5,5,9,9,6,3,6,9,1,0,0,1
23,12202,54,30,0,0,3,13000,66,63,0,1,1944,1947,12,9,0,0,4,5,5,0,60,1980,3,3,4,2,0,0,5,5,3,5,4,5,5,2,5,5,1,60,0,-8,0,-8,4,4,5,9,9,6,6,6,9,3,1,1,1
23,11820,45,26,1,0,2,151000,54,53,0,1,1956,1957,6,6,0,0,5,5,5,0,60,1984,1,2,6,2,0,0,5,5,5,5,5,5,5,5,3,5,0,-8,0,-8,0,-8,5,5,5,6,9,6,6,6,6,1,0,0,1
23,12250,56,31,1,0,1,4340,56,58,0,1,1954,1952,9,6,0,0,3,5,5,0,60,1979,3,3,4,2,0,0,3,3,2,3,3,3,5,3,5,5,0,-8,0,-8,0,-8,5,5,5,9,9,7,7,7,9,3,1,1,1
23,12202,54,32,0,0,1,8700,64,64,0,1,1946,1946,0,0,0,1,3,5,5,0,60,1978,1,2,3,2,1000,0,5,5,3,5,3,5,5,2,5,5,0,-8,0,-8,0,-8,5,5,5,6,0,5,5,4,6,1,0,0,1
23,12250,56,24,1,1,1,80000,54,53,0,0,1956,1957,12,9,0,0,5,5,5,0,60,1986,3,6,6,1,30000,2700,5,5,5,5,5,5,5,5,5,5,1,2,0,-8,0,-8,5,5,5,16,NA,5,6,6,16,3,1,1,10
23,12360,58,34,1,0,4,54000,55,55,0,1,1955,1955,6,6,0,0,4,5,5,0,60,1976,1,3,6,2,25000,6000,5,5,4,5,5,5,5,2,2,5,4,30,0,-8,0,-8,5,5,5,7.5,6,6,6,6,9,1,0,0,1
23,12310,57,20,1,0,1,21100,51,44,0,1,1959,1966,3,3,0,0,2,4,3,0,60,1990,3,5,5,1,3000,600,4,5,3,4,2,5,5,1,2,5,0,-8,0,-8,0,-8,4,4,2,15,NA,7,7,7,12,3,1,1,1
23,12220,55,29,1,0,2,24500,53,49,0,1,1957,1961,9,9,0,0,3,5,5,0,60,1981,1,3,3,2,0,0,3,4,5,3,2,3,5,3,4,5,0,-8,0,-8,0,-8,4,5,5,9,6,7,7,7,9,1,0,0,1
23,12190,54,32,1,0,2,9650,57,56,0,1,1953,1954,12,9,0,0,5,2,4,0,60,1978,3,3,5,2,2400,0,4,4,5,5,2,5,5,3,4,4,4,60,0,-8,0,-8,2,2,5,9,9,5,4,5,9,3,1,1,1
23,12220,55,21,1,1,0,9000,41,40,0,1,1969,1970,3,6,0,0,3,5,5,1,60,1989,1,2,5,1,3000,850,4,5,3,3,1,4,5,3,5,5,0,-8,1,16,0,-8,3,5,5,6,NA,3,4,5,6,1,0,0,1
23,12190,54,30,1,0,0,30800,58,57,0,0,1952,1953,12,9,0,0,3,5,5,1,60,1980,3,3,4,2,-8,-8,-8,-8,-8,-8,3,4,4,3,3,5,0,-8,0,-8,0,-8,4,5,5,13.5,10.5,4,5,4,9,3,1,1,11
23,12220,55,27,1,0,4,20000,57,55,0,1,1953,1955,0,12,0,0,3,5,5,0,60,1983,1,3,3,2,4000,0,3,4,5,3,2,3,3,3,3,5,0,-8,0,-8,0,-8,5,5,5,9,9,7,7,7,9,1,0,0,1
23,12220,55,33,1,1,1,35800,61,61,0,0,1949,1949,6,0,0,0,5,5,5,0,60,1977,1,3,4,2,18000,2200,5,5,5,5,3,5,5,3,5,5,0,-8,0,-8,0,-8,5,4,5,9,6,6,6,7,9,1,0,0,11
23,12220,55,31,1,0,2,35000,62,56,0,1,1948,1954,6,6,0,0,1,5,5,0,60,1979,1,2,3,2,0,0,4,4,4,4,1,5,1,5,2,5,3,20,0,-8,0,-8,4,5,5,6,6,6,6,6,6,1,0,0,1
23,12180,54,31,1,1,3,48000,59,60,0,1,1951,1950,12,0,0,0,5,5,5,0,60,1979,3,6,6,2,25000,2100,5,5,4,5,5,5,5,2,2,5,0,-8,0,-8,0,-8,5,5,5,13.5,13.5,6,5,4,16,3,1,1,1
23,12260,56,28,0,1,0,44000,51,49,0,1,1959,1961,7.5,9,0,0,3,4,4,1,60,1982,3,3,5,1,0,0,2,2,2,2,3,3,4,3,4,3,0,-8,0,-8,0,-8,4,4,4,9,NA,3,3,3,9,3,1,1,1
23,12220,55,32,1,0,3,70000,52,54,0,1,1958,1956,0,6,0,0,5,4,5,0,60,1978,1,3,4,2,20000,1800,4,5,5,3,3,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,9,9,7,7,7,9,1,0,0,1
23,22650,149,22,1,0,1,44023.65023,51,45,0,0,1959,1965,12,9,0,0,5,5,5,0,60,1988,3,4,6,1,20000,1800,4,5,5,5,4,5,5,5,4,3,0,-8,0,-8,0,-8,5,5,5,13.5,NA,5,5,5,12,3,1,1,10
23,12180,54,26,1,0,1,43000,48,46,0,1,1962,1964,12,12,0,0,2,5,5,0,60,1984,3,4,5,2,0,0,4,4,3,4,4,5,3,3,2,5,0,-8,0,-8,0,-8,5,5,5,12,12,7,5,5,12,3,1,1,1
23,12350,58,31,1,1,2,35800,61,58,0,1,1949,1952,9,6,0,0,1,4,5,0,60,1979,1,3,4,2,12000,7000,3,3,1,5,1,5,5,5,5,5,0,-8,1,31,1,27,4,4,5,7.5,9,7,6,6,9,1,0,0,1
23,12290,57,26,1,1,0,47000,48,40,0,1,1962,1970,9,9,0,0,5,4,5,1,60,1984,3,6,7,2,11000,1300,4,4,5,4,3,5,2,5,3,3,0,-8,1,20,0,-8,4,4,5,16,16,7,6,6,16,3,1,1,1
23,11810,45,25,1,1,0,60000,50,52,1,1,1960,1958,16,16,0,0,3,4,4,1,60,1985,3,7,6,2,30000,6500,3,4,3,4,2,5,4,4,3,5,0,-8,1,18,1,14,4,1,4,19,19,6,6,6,18,3,1,1,1
23,12170,54,30,1,1,0,41400,55,53,0,1,1955,1957,9,0,0,0,5,5,5,1,60,1980,3,3,3,2,4300,0,4,5,4,4,5,5,5,5,5,5,0,-8,1,16,0,-8,5,5,5,7.5,12,6,6,5,9,3,1,1,1
23,12740,68,23,0,0,0,18000,48,46,1,1,1962,1964,6,9,0,0,5,5,5,1,60,1987,1,3,4,2,13000,1100,4,5,4,4,5,4,5,5,4,5,7,60,0,-8,0,-8,5,5,5,7.5,9,7,7,6,9,1,0,0,1
23,12330,58,22,1,0,0,39000,48,46,0,1,1962,1964,9,12,0,0,5,4,5,1,60,1988,3,5,6,1,0,0,5,5,4,3,4,5,4,5,5,5,3,30,0,-8,0,-8,5,5,4,15,NA,5,4,4,15,3,1,1,1
23,12330,58,26,1,0,0,44500,53,50,0,1,1957,1960,12,9,0,0,3,5,5,1,60,1984,3,5,5,1,8000,1000,4,4,4,4,3,5,4,3,4,3,0,-8,0,-8,0,-8,5,5,5,15,NA,4,5,6,15,3,1,1,1
23,12270,56,31,0,1,2,13000,59,57,0,1,1951,1953,6,3,0,0,5,5,5,0,60,1979,1,3,3,2,8000,0,5,5,5,5,5,5,5,3,3,5,0,-8,1,18,0,-8,5,5,5,9,3,6,6,6,9,1,0,0,1
23,12300,57,20,1,0,0,16400,50,51,0,1,1960,1959,9,12,0,0,5,5,5,1,60,1990,3,4,5,1,-8,-8,-8,-8,-8,-8,4,4,3,3,4,5,4,30,0,-8,0,-8,4,5,5,13.5,NA,7,6,7,12,3,1,1,1
23,12270,56,25,0,1,1,3001,54,48,0,1,1956,1962,6,0,0,0,5,5,5,0,60,1985,1,3,4,2,0,0,4,4,4,4,4,5,4,3,5,5,0,-8,0,-8,0,-8,5,4,5,9,9,6,6,6,9,1,0,0,1
23,12270,56,22,0,0,3,3001,45,44,0,1,1965,1966,6,6,0,0,4,5,5,0,60,1988,1,3,4,2,0,0,3,4,5,4,5,5,4,4,3,5,0,-8,0,-8,0,-8,5,5,5,9,9,6,6,6,9,1,0,0,1
23,12250,56,27,1,0,0,67000,NA,NA,0,1,NA,NA,9,9,0,0,4,5,5,1,60,1983,3,3,4,2,0,0,4,4,5,5,4,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,9,9,5,6,6,9,3,1,1,1
23,12201,54,26,0,0,2,5600,55,49,0,1,1955,1961,0,0,0,0,3,5,5,0,60,1984,1,3,4,1,1000,0,5,3,3,3,2,5,3,2,3,1,0,-8,0,-8,0,-8,4,5,5,9,NA,6,6,5,9,1,0,0,1
23,12340,58,31,1,0,1,61000,54,53,0,1,1956,1957,12,0,0,0,5,5,5,0,60,1979,3,3,4,2,40000,3000,5,5,5,5,5,5,5,5,5,5,7,60,0,-8,0,-8,5,5,5,9,12,4,4,5,9,3,1,1,1
23,12250,56,34,1,0,3,12000,62,61,0,1,1948,1949,9,9,0,1,5,5,4,0,60,1976,3,3,3,2,0,0,4,5,5,5,4,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,4,9,9,4,3,3,9,3,1,1,1
23,12250,56,22,1,1,0,20680,41,41,0,1,1969,1969,9,9,0,0,5,5,5,1,60,1988,3,3,5,1,16400,1400,5,5,5,5,4,5,5,5,5,5,2,1,0,-8,0,-8,5,4,5,9,NA,6,6,6,9,3,1,1,1
23,12240,55,27,0,0,3,60000,57,55,0,1,1953,1955,0,0,0,1,5,5,5,0,60,1983,1,2,2,2,0,0,3,3,5,3,3,5,5,1,5,5,0,-8,0,-8,0,-8,5,5,5,3,9,5,3,5,6,1,0,0,1
23,12250,56,29,1,0,1,10000,54,56,0,1,1956,1954,9,6,0,0,5,4,4,0,60,1981,3,3,3,2,0,0,5,3,3,5,2,5,5,1,1,5,0,-8,0,-8,0,-8,2,5,5,9,9,5,6,7,9,3,1,1,1
23,12230,55,21,1,1,0,60000,47,45,0,1,1963,1965,15,15,0,0,4,4,5,1,60,1989,1,4,6,1,-8,-8,-8,-8,-8,-8,3,4,4,3,5,5,3,60,0,-8,0,-8,4,5,4,14,NA,7,7,7,15,1,0,0,1
23,12250,56,34,1,1,2,11500,61,61,0,1,1949,1949,9,9,0,0,5,5,5,0,60,1976,3,1,-8,2,4000,350,5,5,5,4,5,5,5,5,5,5,7,60,1,17,0,-8,5,5,5,0,9,7,7,7,9,3,1,1,1
23,22700,150,34,0,0,1,50000,61,61,0,1,1949,1949,6,6,0,0,5,5,5,0,60,1976,1,2,3,2,0,0,4,5,5,5,5,5,5,1,5,5,0,-8,0,-8,0,-8,4,5,5,3,12,4,6,5,6,1,0,0,1
23,12210,55,20,1,0,0,80000,47,47,0,1,1963,1963,13.5,13.5,0,0,5,5,5,1,60,1990,3,4,7,1,-8,-8,-8,-8,-8,-8,5,4,2,2,2,2,0,-8,0,-8,0,-8,4,5,5,14,NA,7,4,7,12,3,1,1,1
23,12202,54,31,0,1,0,13000,53,53,0,1,1957,1957,9,9,0,0,4,5,5,1,60,1979,3,3,4,2,14000,1200,5,5,5,5,4,5,5,5,5,5,0,-8,1,20,0,-8,5,5,5,9,9,6,6,6,9,3,1,1,1
23,12310,57,25,1,1,0,42200,50,47,0,1,1960,1963,10.5,7.5,0,0,3,1,5,1,60,1985,3,3,6,2,12000,1100,4,4,5,4,3,5,5,1,3,5,7,60,1,20,0,-8,3,2,5,9,9,7,7,7,15,3,1,1,1
23,12250,56,34,1,1,0,4340,60,56,0,1,1950,1954,9,9,0,0,5,5,5,1,60,1976,3,3,3,2,2000,160,3,5,5,4,1,5,5,5,5,5,4,30,1,22,1,29,5,5,5,9,9,7,7,6,12,3,1,1,1
23,22890,155,31,1,0,1,30000,57,57,0,1,1953,1953,12,12,0,0,5,5,5,0,60,1979,1,6,7,2,0,0,5,5,5,5,5,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,13.5,12,6,5,7,16,3,1,0,1
23,12250,56,26,1,0,1,80000,54,53,0,1,1956,1957,12,9,0,1,3,4,4,0,60,1984,3,4,6,1,30000,2500,4,4,3,4,4,5,5,1,1,1,0,-8,0,-8,0,-8,4,4,5,12,NA,7,7,7,12,3,1,1,1
23,12460,61,32,1,0,2,49000,60,59,0,1,1950,1951,9,9,0,0,2,1,2,0,60,1978,1,6,7,2,22000,2000,5,2,2,5,3,5,4,2,2,5,0,-8,0,-8,0,-8,1,1,1,14,15,7,6,7,16,1,0,0,1
23,12250,56,27,1,1,0,11000,53,49,0,1,1957,1961,9,6,0,0,5,5,5,1,60,1983,3,6,6,1,10000,0,5,3,5,5,3,5,1,3,5,5,7,120,0,-8,0,-8,5,5,5,16,NA,7,7,7,9,3,1,1,1
23,12360,58,22,1,0,1,502050,39,42,0,1,1971,1968,6,6,0,0,5,4,5,0,60,1988,1,4,6,1,-8,-8,-8,-8,-8,-8,4,5,5,5,5,5,0,-8,0,-8,0,-8,4,4,5,14,NA,7,7,7,16,3,1,0,1
